Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Incubation Center,Name of the startup,Location of company,Sector,Company profile,Year,Allocation of Funds under SISFS (in Rs. crore),Funds Approved under SISFS (in Rs. crore),States/UT,2020,2021,2022,Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
EduBox,SaaS,MarTech,Mumbai,Kalaari Capital,Series A,1451000.0,20-12-2022,,,,,,,,,,,,,,,,,,,,,
QuantumSolutions,E-commerce,Quick Commerce,Delhi,"Bessemer Venture Partners, Nexus Venture Partners",Series A,2518000.0,03-03-2022,,,,,,,,,,,,,,,,,,,,,
EduMart,AgriTech,Smart Farming,Kolkata,Info Edge,Seed,76000.0,04-10-2020,,,,,,,,,,,,,,,,,,,,,
Ola,E-commerce,D2C,Pune,Elevation Capital,Series B,64925000.0,31-01-2023,,,,,,,,,,,,,,,,,,,,,
NextSense,Media,Streaming,Delhi,Nexus Venture Partners,Series C,215209000.0,07-11-2022,,,,,,,,,,,,,,,,,,,,,
CloudPay,EdTech,Coding Bootcamp,Bengaluru,Mirae Asset,Pre-Series A,181000.0,18-03-2023,,,,,,,,,,,,,,,,,,,,,
LogiSense,E-commerce,Quick Commerce,Hyderabad,"Kalaari Capital, Mirae Asset",Pre-Series A,457000.0,08-01-2024,,,,,,,,,,,,,,,,,,,,,
Groww,HealthTech,Pharmacy,Mumbai,"IFC, SoftBank Vision Fund",Series A,9144000.0,24-10-2023,,,,,,,,,,,,,,,,,,,,,
BlueTech,HealthTech,Health Analytics,Noida,Falcon Edge,Angel,26000.0,23-04-2020,,,,,,,,,,,,,,,,,,,,,
Oyo,HealthTech,Diagnostics,Pune,Peak XV,Angel,24000.0,06-04-2021,,,,,,,,,,,,,,,,,,,,,
HealthAnalytics,Logistics,Last Mile,Noida,Omidyar Network,Seed,122000.0,04-07-2023,,,,,,,,,,,,,,,,,,,,,
Bounce,Mobility,Micro Mobility,Delhi,Blume Ventures,Series A,1287000.0,04-04-2023,,,,,,,,,,,,,,,,,,,,,
BlueSpace,AgriTech,Supply Chain,Bengaluru,"Bessemer Venture Partners, Lightspeed India, Matrix Partners India",Seed,1369000.0,26-04-2025,,,,,,,,,,,,,,,,,,,,,
SkillRise,FinTech,InsurTech,Noida,Mirae Asset,Seed,1385000.0,13-05-2025,,,,,,,,,,,,,,,,,,,,,
CoreConnect,E-commerce,Quick Commerce,Delhi,"Lightspeed India, Omidyar Network",Series A,5554000.0,18-09-2022,,,,,,,,,,,,,,,,,,,,,
HyperLabs,SaaS,HRTech,Chennai,"A91 Partners, SoftBank Vision Fund",Seed,175000.0,28-01-2022,,,,,,,,,,,,,,,,,,,,,
InMobi,E-commerce,D2C,Kolkata,Elevation Capital,Seed,181000.0,17-07-2020,,,,,,,,,,,,,,,,,,,,,
AeroHub,FoodTech,Cloud Kitchen,Delhi,"Blume Ventures, Kedaara Capital",Series C,142830000.0,27-03-2025,,,,,,,,,,,,,,,,,,,,,
NextSense,Mobility,EV,Kolkata,Accel,Growth,533548000.0,15-10-2022,,,,,,,,,,,,,,,,,,,,,
DriveFit,EdTech,K12,Ahmedabad,Mirae Asset,Pre-Series A,771000.0,13-04-2020,,,,,,,,,,,,,,,,,,,,,
CoreSpace,FinTech,Payments,Chennai,"Kalaari Capital, Tiger Global, Y Combinator",Seed,888000.0,25-06-2021,,,,,,,,,,,,,,,,,,,,,
Udaan,AgriTech,Marketplace,Gurugram,Kalaari Capital,Pre-Series A,439000.0,14-08-2021,,,,,,,,,,,,,,,,,,,,,
EduBox,Logistics,Fleet Management,Ahmedabad,Kalaari Capital,Seed,68000.0,19-06-2025,,,,,,,,,,,,,,,,,,,,,
BlueSpace,SaaS,DevTools,Gurugram,Tiger Global,Series A,1549000.0,02-04-2022,,,,,,,,,,,,,,,,,,,,,
WorkStack,Mobility,EV,Delhi,SoftBank Vision Fund,Series A,11397000.0,21-11-2022,,,,,,,,,,,,,,,,,,,,,
FoodLoop,AgriTech,Marketplace,Hyderabad,"Falcon Edge, Kedaara Capital",Series A,5167000.0,04-11-2022,,,,,,,,,,,,,,,,,,,,,
Delhivery,Consumer Electronics,Audio,Pune,"Bessemer Venture Partners, Omidyar Network",Seed,52000.0,12-08-2020,,,,,,,,,,,,,,,,,,,,,
GrowthFlow,Logistics,Fleet Management,Ahmedabad,Omidyar Network,Series A,1316000.0,17-01-2024,,,,,,,,,,,,,,,,,,,,,
Lenskart,Mobility,Micro Mobility,Ahmedabad,Zodius Capital,Series C,120606000.0,17-02-2022,,,,,,,,,,,,,,,,,,,,,
HomeMart_208,Media,Social,Gurugram,"Nexus Venture Partners, Prosus Ventures",Pre-Seed,20000.0,04-10-2021,,,,,,,,,,,,,,,,,,,,,
Flipkart,Mobility,Micro Mobility,Kolkata,"Lightspeed India, Nexus Venture Partners, Tiger Global",Growth,76432000.0,15-02-2024,,,,,,,,,,,,,,,,,,,,,
NeoSense,Consumer Electronics,Smart Home,Chennai,"LCatterton, SoftBank Vision Fund",Seed,379000.0,20-12-2020,,,,,,,,,,,,,,,,,,,,,
AgriFit,Enterprise,Automation,Hyderabad,Elevation Capital,Series A,6512000.0,28-01-2021,,,,,,,,,,,,,,,,,,,,,
Delhivery,EdTech,UpSkilling,Hyderabad,"A91 Partners, Mirae Asset",Series B,30480000.0,14-11-2023,,,,,,,,,,,,,,,,,,,,,
SkillSolutions,AgriTech,Marketplace,Noida,"Peak XV, Zodius Capital",Pre-Series A,168000.0,30-06-2025,,,,,,,,,,,,,,,,,,,,,
GreenConnect,Logistics,Fleet Management,Mumbai,"Lightspeed India, Matrix Partners India, Mirae Asset",Seed,692000.0,24-06-2022,,,,,,,,,,,,,,,,,,,,,
SkillFlow,Media,Content,Delhi,"Matrix Partners India, Tiger Global",Seed,120000.0,26-02-2024,,,,,,,,,,,,,,,,,,,,,
Zepto,RealEstate,PropTech,Bengaluru,"Mirae Asset, Nexus Venture Partners, Prosus Ventures",Seed,166000.0,07-11-2021,,,,,,,,,,,,,,,,,,,,,
NextSense,Consumer Electronics,Wearables,Gurugram,Elevation Capital,Series C,150998000.0,11-08-2021,,,,,,,,,,,,,,,,,,,,,
HealthWorks,E-commerce,Grocery,Gurugram,LCatterton,Series A,5808000.0,20-01-2024,,,,,,,,,,,,,,,,,,,,,
NoBroker,FoodTech,Cloud Kitchen,Bengaluru,"Blume Ventures, Ventures India",Debt,19590000.0,24-03-2022,,,,,,,,,,,,,,,,,,,,,
Cars24,FinTech,Payments,Hyderabad,Elevation Capital,Series A,5935000.0,07-08-2020,,,,,,,,,,,,,,,,,,,,,
NimbusLabs,HealthTech,Health Analytics,Hyderabad,Blume Ventures,Seed,407000.0,18-08-2020,,,,,,,,,,,,,,,,,,,,,
LogiRise,Media,Social,Bengaluru,A91 Partners,Series B,6483000.0,07-06-2024,,,,,,,,,,,,,,,,,,,,,
CloudLabs,Enterprise,Automation,Chennai,Accel,Series C,54137000.0,21-11-2022,,,,,,,,,,,,,,,,,,,,,
Wakefit,HealthTech,Diagnostics,Kolkata,Matrix Partners India,Seed,133000.0,23-05-2021,,,,,,,,,,,,,,,,,,,,,
FinSpace,Logistics,Supply Chain,Hyderabad,Matrix Partners India,Series A,1936000.0,19-03-2023,,,,,,,,,,,,,,,,,,,,,
ShareChat,Media,Social,Bengaluru,Blume Ventures,Series B,74232000.0,11-08-2022,,,,,,,,,,,,,,,,,,,,,
AeroAnalytics,Media,Content,Mumbai,Y Combinator,Series B,14870000.0,10-04-2025,,,,,,,,,,,,,,,,,,,,,
HomeAnalytics,HealthTech,Health Analytics,Delhi,Kalaari Capital,Series A,11198000.0,25-05-2023,,,,,,,,,,,,,,,,,,,,,
CoreSpace,Retail,Fashion,Gurugram,"Accel, IFC",Series C,110486000.0,25-10-2023,,,,,,,,,,,,,,,,,,,,,
EduMart,SaaS,B2B SaaS,Ahmedabad,"LCatterton, Lightspeed India",Seed,938000.0,24-08-2024,,,,,,,,,,,,,,,,,,,,,
WorkPay,Enterprise,Automation,Kolkata,"Accel, Falcon Edge, Omidyar Network",Seed,319000.0,24-02-2021,,,,,,,,,,,,,,,,,,,,,
NimbusMart,Mobility,EV,Kolkata,"Prosus Ventures, SoftBank Vision Fund",Series A,4770000.0,18-02-2023,,,,,,,,,,,,,,,,,,,,,
DataAnalytics,Enterprise,Analytics,Gurugram,"SoftBank Vision Fund, Tiger Global",Series A,3795000.0,02-04-2020,,,,,,,,,,,,,,,,,,,,,
HealthWorks,E-commerce,Fashion,Bengaluru,Ventures India,Seed,103000.0,03-01-2021,,,,,,,,,,,,,,,,,,,,,
QuantumDrive,FoodTech,Food Delivery,Chennai,"IFC, Nexus Venture Partners",Pre-Series A,528000.0,30-10-2023,,,,,,,,,,,,,,,,,,,,,
Housejoy,HealthTech,Health Analytics,Noida,Zodius Capital,Seed,141000.0,27-06-2025,,,,,,,,,,,,,,,,,,,,,
DataAnalytics,Consumer Electronics,Smart Home,Noida,Matrix Partners India,Pre-Series A,106000.0,15-02-2022,,,,,,,,,,,,,,,,,,,,,
FoodSolutions,EdTech,Test Prep,Bengaluru,"IFC, Ventures India",Series C,114859000.0,08-05-2022,,,,,,,,,,,,,,,,,,,,,
PhonePe,EdTech,K12,Mumbai,"Kedaara Capital, Omidyar Network",Seed,96000.0,09-03-2020,,,,,,,,,,,,,,,,,,,,,
Postman,EdTech,Test Prep,Chennai,Ventures India,Series A,12766000.0,10-01-2023,,,,,,,,,,,,,,,,,,,,,
NimbusMart,Logistics,Last Mile,Ahmedabad,"IFC, Matrix Partners India, Zodius Capital",Seed,1687000.0,09-05-2023,,,,,,,,,,,,,,,,,,,,,
HomeAnalytics,Logistics,Last Mile,Noida,"Info Edge, LCatterton, Ribbit Capital",Bridge,1461000.0,06-12-2024,,,,,,,,,,,,,,,,,,,,,
NimbusLabs_243,SaaS,MarTech,Noida,"Nexus Venture Partners, Y Combinator",Seed,196000.0,02-05-2022,,,,,,,,,,,,,,,,,,,,,
FarmBox,EdTech,UpSkilling,Delhi,A91 Partners,Series C,20855000.0,16-02-2025,,,,,,,,,,,,,,,,,,,,,
SkillRise,HealthTech,Health Analytics,Gurugram,"Accel, Info Edge, Y Combinator",Seed,1535000.0,07-11-2021,,,,,,,,,,,,,,,,,,,,,
FinFoods_246,FoodTech,Grocery,Ahmedabad,Blume Ventures,Series A,3188000.0,24-11-2024,,,,,,,,,,,,,,,,,,,,,
GreenEdge,Enterprise,Security,Hyderabad,Peak XV,Bridge,1769000.0,01-02-2020,,,,,,,,,,,,,,,,,,,,,
Housejoy,Media,Content,Gurugram,Kalaari Capital,Series B,72324000.0,12-12-2023,,,,,,,,,,,,,,,,,,,,,
MediWorks,Retail,Grocery,Chennai,SoftBank Vision Fund,Series A,10074000.0,21-08-2023,,,,,,,,,,,,,,,,,,,,,
ShareChat,Mobility,EV,Kolkata,"SoftBank Vision Fund, Ventures India",Seed,148000.0,19-01-2024,,,,,,,,,,,,,,,,,,,,,
CoreFlow,FoodTech,Cloud Kitchen,Ahmedabad,Sequoia Capital India,Growth,138147000.0,27-02-2024,,,,,,,,,,,,,,,,,,,,,
SkillRise,EdTech,UpSkilling,Gurugram,Mirae Asset,Pre-Series A,710000.0,02-09-2024,,,,,,,,,,,,,,,,,,,,,
BlueSpace,Enterprise,Security,Kolkata,Blume Ventures,Series A,2359000.0,09-02-2024,,,,,,,,,,,,,,,,,,,,,
NeoLabs,Mobility,Micro Mobility,Bengaluru,Peak XV,Series A,1582000.0,14-09-2024,,,,,,,,,,,,,,,,,,,,,
Postman,Retail,E-Retail,Chennai,Tiger Global,Seed,390000.0,15-07-2023,,,,,,,,,,,,,,,,,,,,,
WorkPay_256,Mobility,EV,Pune,"LCatterton, Peak XV, Prosus Ventures",Seed,1580000.0,30-07-2023,,,,,,,,,,,,,,,,,,,,,
PhonePe,FinTech,NeoBank,Noida,"Falcon Edge, Kedaara Capital",Pre-Series A,497000.0,04-02-2020,,,,,,,,,,,,,,,,,,,,,
SmartTech_258,Enterprise,Automation,Chennai,Accel,Series C,93643000.0,06-02-2025,,,,,,,,,,,,,,,,,,,,,
Wakefit,Mobility,Ride Sharing,Gurugram,Zodius Capital,Seed,72000.0,14-12-2022,,,,,,,,,,,,,,,,,,,,,
NextStack,E-commerce,D2C,Chennai,"IFC, Lightspeed India, Prosus Ventures",Series A,5288000.0,13-05-2021,,,,,,,,,,,,,,,,,,,,,
GreenMart,FoodTech,Food Delivery,Noida,Kedaara Capital,Series A,14601000.0,28-07-2023,,,,,,,,,,,,,,,,,,,,,
WorkFit,FoodTech,Grocery,Pune,LCatterton,Series A,1461000.0,23-10-2024,,,,,,,,,,,,,,,,,,,,,
Razorpay,EdTech,K12,Ahmedabad,Prosus Ventures,Series A,4070000.0,05-04-2020,,,,,,,,,,,,,,,,,,,,,
QuantumSolutions,AgriTech,Marketplace,Bengaluru,Sequoia Capital India,Seed,1272000.0,07-10-2024,,,,,,,,,,,,,,,,,,,,,
FarmTech,Retail,Fashion,Chennai,A91 Partners,Angel,46000.0,04-09-2021,,,,,,,,,,,,,,,,,,,,,
UrbanDrive,Mobility,EV,Chennai,"Falcon Edge, Kedaara Capital, Tiger Global Management",Series C,132064000.0,13-10-2020,,,,,,,,,,,,,,,,,,,,,
Udaan,E-commerce,Fashion,Gurugram,"Peak XV, Ventures India",Series D,252031000.0,28-11-2021,,,,,,,,,,,,,,,,,,,,,
AutoMart,SaaS,B2B SaaS,Hyderabad,"A91 Partners, Lightspeed India",Series C,52945000.0,11-07-2022,,,,,,,,,,,,,,,,,,,,,
UrbanSolutions,RealEstate,Rental Tech,Chennai,Bessemer Venture Partners,Seed,148000.0,20-06-2023,,,,,,,,,,,,,,,,,,,,,
Groww,E-commerce,D2C,Delhi,"Blume Ventures, Kalaari Capital, Y Combinator",Pre-Series A,645000.0,24-05-2024,,,,,,,,,,,,,,,,,,,,,
Bounce,FinTech,WealthTech,Kolkata,Nexus Venture Partners,Pre-Series A,646000.0,06-07-2021,,,,,,,,,,,,,,,,,,,,,
DataEdge,Mobility,Micro Mobility,Noida,Y Combinator,Pre-Series A,736000.0,23-02-2020,,,,,,,,,,,,,,,,,,,,,
Bounce,AgriTech,Marketplace,Pune,Kalaari Capital,Growth,556750000.0,26-01-2020,,,,,,,,,,,,,,,,,,,,,
WorkFit,Mobility,Ride Sharing,Ahmedabad,"Blume Ventures, Matrix Partners India",Series A,3994000.0,04-11-2023,,,,,,,,,,,,,,,,,,,,,
NextStack,E-commerce,Marketplace,Chennai,"Bessemer Venture Partners, Y Combinator",Seed,318000.0,05-09-2021,,,,,,,,,,,,,,,,,,,,,
LogiMart,Consumer Electronics,Smart Home,Ahmedabad,Elevation Capital,Seed,950000.0,07-08-2020,,,,,,,,,,,,,,,,,,,,,
AutoMart,AgriTech,Smart Farming,Pune,"Nexus Venture Partners, SoftBank Vision Fund, Tiger Global Management",Series A,5813000.0,31-05-2022,,,,,,,,,,,,,,,,,,,,,
CloudPay,HealthTech,Health Analytics,Pune,"A91 Partners, Matrix Partners India, Mirae Asset",Seed,666000.0,24-11-2023,,,,,,,,,,,,,,,,,,,,,
UrbanSolutions,Retail,Grocery,Pune,Omidyar Network,Seed,942000.0,28-02-2023,,,,,,,,,,,,,,,,,,,,,
BlueTech,Mobility,Ride Sharing,Kolkata,"Bessemer Venture Partners, Zodius Capital",Bridge,1333000.0,05-03-2021,,,,,,,,,,,,,,,,,,,,,
CRED,Enterprise,Security,Kolkata,Matrix Partners India,Seed,174000.0,12-09-2021,,,,,,,,,,,,,,,,,,,,,
HyperLoop,Retail,Grocery,Mumbai,"Falcon Edge, Omidyar Network",Series A,2765000.0,09-05-2023,,,,,,,,,,,,,,,,,,,,,
QuantumDrive,Retail,Grocery,Noida,Accel,Series A,1290000.0,15-02-2025,,,,,,,,,,,,,,,,,,,,,
LogiMart,SaaS,DevTools,Ahmedabad,"Ribbit Capital, SoftBank Vision Fund, Tiger Global Management",Pre-Seed,76000.0,14-08-2023,,,,,,,,,,,,,,,,,,,,,
Paytm,E-commerce,Quick Commerce,Mumbai,"A91 Partners, Falcon Edge, Omidyar Network",Seed,57000.0,11-11-2022,,,,,,,,,,,,,,,,,,,,,
EduMart,Consumer Electronics,Smart Home,Ahmedabad,Tiger Global Management,Series B,18181000.0,04-11-2020,,,,,,,,,,,,,,,,,,,,,
AgriHive,FoodTech,Cloud Kitchen,Mumbai,Y Combinator,Series D,174427000.0,04-02-2024,,,,,,,,,,,,,,,,,,,,,
DataHive,EdTech,Coding Bootcamp,Pune,"Elevation Capital, Kedaara Capital, SoftBank Vision Fund",Series A,2173000.0,16-06-2022,,,,,,,,,,,,,,,,,,,,,
Porter,FinTech,WealthTech,Mumbai,"Blume Ventures, Matrix Partners India",Series B,25728000.0,02-12-2020,,,,,,,,,,,,,,,,,,,,,
DriveLoop,EdTech,Coding Bootcamp,Delhi,"Kalaari Capital, Ventures India",Seed,56000.0,08-09-2023,,,,,,,,,,,,,,,,,,,,,
BlueRise,FoodTech,Food Delivery,Bengaluru,Ventures India,Series B,5546000.0,25-02-2021,,,,,,,,,,,,,,,,,,,,,
Byju's,AgriTech,Supply Chain,Noida,Info Edge,Seed,1040000.0,29-10-2021,,,,,,,,,,,,,,,,,,,,,
CureFit,RealEstate,Home Services,Noida,Kalaari Capital,Bridge,189000.0,03-10-2021,,,,,,,,,,,,,,,,,,,,,
Porter,SaaS,HRTech,Kolkata,"Elevation Capital, Kedaara Capital, Omidyar Network",Series A,1411000.0,24-07-2024,,,,,,,,,,,,,,,,,,,,,
WorkFit,SaaS,B2B SaaS,Gurugram,Kedaara Capital,Seed,343000.0,09-01-2021,,,,,,,,,,,,,,,,,,,,,
UrbanDrive,HealthTech,Health Analytics,Chennai,"Kedaara Capital, Ribbit Capital",Seed,856000.0,25-07-2023,,,,,,,,,,,,,,,,,,,,,
NoBroker,Mobility,Ride Sharing,Kolkata,Zodius Capital,Seed,111000.0,18-01-2021,,,,,,,,,,,,,,,,,,,,,
Udaan,Enterprise,Security,Bengaluru,"Falcon Edge, Tiger Global Management",Series A,5402000.0,03-02-2021,,,,,,,,,,,,,,,,,,,,,
NimbusLabs,Consumer Electronics,Wearables,Kolkata,"Sequoia Capital India, Ventures India",Series A,1260000.0,18-06-2020,,,,,,,,,,,,,,,,,,,,,
Cars24,FinTech,WealthTech,Gurugram,"A91 Partners, Bessemer Venture Partners",Series A,1150000.0,10-12-2020,,,,,,,,,,,,,,,,,,,,,
NimbusLabs,E-commerce,Grocery,Mumbai,A91 Partners,Seed,355000.0,17-01-2023,,,,,,,,,,,,,,,,,,,,,
Razorpay,Retail,Fashion,Kolkata,Ventures India,Series A,4324000.0,20-05-2022,,,,,,,,,,,,,,,,,,,,,
LogiMart,FinTech,InsurTech,Hyderabad,Info Edge,Seed,525000.0,30-07-2024,,,,,,,,,,,,,,,,,,,,,
Housejoy,Retail,E-Retail,Gurugram,"Kedaara Capital, Ribbit Capital, Y Combinator",Series C,142883000.0,19-04-2023,,,,,,,,,,,,,,,,,,,,,
Dream11,AgriTech,Supply Chain,Gurugram,A91 Partners,Series C,281010000.0,07-07-2024,,,,,,,,,,,,,,,,,,,,,
QuantumSolutions,HealthTech,Pharmacy,Hyderabad,"Prosus Ventures, Tiger Global Management",Seed,336000.0,01-07-2021,,,,,,,,,,,,,,,,,,,,,
Wakefit,HealthTech,Health Analytics,Bengaluru,"IFC, Matrix Partners India, Nexus Venture Partners",Debt,744000.0,10-11-2024,,,,,,,,,,,,,,,,,,,,,
AgriSense,Retail,Fashion,Chennai,"Info Edge, Kalaari Capital, Matrix Partners India",Series A,8614000.0,28-03-2023,,,,,,,,,,,,,,,,,,,,,
Bounce,FoodTech,Grocery,Hyderabad,Info Edge,Series B,10595000.0,01-12-2024,,,,,,,,,,,,,,,,,,,,,
Myntra,SaaS,B2B SaaS,Mumbai,"Prosus Ventures, Tiger Global, Y Combinator",Series B,16887000.0,27-07-2022,,,,,,,,,,,,,,,,,,,,,
AutoMart,FoodTech,Cloud Kitchen,Kolkata,SoftBank Vision Fund,Seed,67000.0,23-08-2024,,,,,,,,,,,,,,,,,,,,,
LogiSense,Consumer Electronics,Wearables,Bengaluru,"Peak XV, Sequoia Capital India",Pre-Seed,21000.0,06-07-2023,,,,,,,,,,,,,,,,,,,,,
NextSense,FinTech,InsurTech,Gurugram,IFC,Debt,39642000.0,05-02-2025,,,,,,,,,,,,,,,,,,,,,
Oyo,HealthTech,Pharmacy,Mumbai,Y Combinator,Series B,50768000.0,27-05-2021,,,,,,,,,,,,,,,,,,,,,
Dream11,FinTech,InsurTech,Hyderabad,Info Edge,Series B,34436000.0,26-03-2024,,,,,,,,,,,,,,,,,,,,,
Bounce,Media,Social,Bengaluru,Omidyar Network,Seed,226000.0,08-06-2020,,,,,,,,,,,,,,,,,,,,,
Ola,FinTech,Payments,Pune,"Kedaara Capital, Mirae Asset",Series C,31977000.0,27-10-2024,,,,,,,,,,,,,,,,,,,,,
HomeFoods,Media,Social,Mumbai,Nexus Venture Partners,Seed,89000.0,09-12-2024,,,,,,,,,,,,,,,,,,,,,
HyperSpace,RealEstate,PropTech,Mumbai,"Info Edge, Ribbit Capital",Series A,1969000.0,18-01-2020,,,,,,,,,,,,,,,,,,,,,
Meesho,RealEstate,Rental Tech,Delhi,"Info Edge, LCatterton, Lightspeed India",Angel,26000.0,15-06-2023,,,,,,,,,,,,,,,,,,,,,
FinSense,AgriTech,Marketplace,Chennai,Bessemer Venture Partners,Pre-Series A,518000.0,29-05-2022,,,,,,,,,,,,,,,,,,,,,
LogiMart,E-commerce,Marketplace,Noida,"Elevation Capital, Peak XV",Series A,5977000.0,16-01-2024,,,,,,,,,,,,,,,,,,,,,
GrowthFlow,RealEstate,Home Services,Gurugram,Ventures India,Series A,2134000.0,09-11-2022,,,,,,,,,,,,,,,,,,,,,
Urban Company,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,13274000.0,18-08-2020,,,,,,,,,,,,,,,,,,,,,
Groww,Mobility,Ride Sharing,Pune,"A91 Partners, IFC",Angel,46000.0,27-09-2020,,,,,,,,,,,,,,,,,,,,,
Mobikwik,Mobility,Micro Mobility,Delhi,Sequoia Capital India,Series C,89743000.0,08-05-2025,,,,,,,,,,,,,,,,,,,,,
CRED,FinTech,WealthTech,Gurugram,"Falcon Edge, Ribbit Capital",Pre-Seed,82000.0,03-05-2020,,,,,,,,,,,,,,,,,,,,,
AeroAnalytics,FoodTech,Grocery,Chennai,"Elevation Capital, Ribbit Capital",Seed,235000.0,03-01-2023,,,,,,,,,,,,,,,,,,,,,
FreshTech_329,EdTech,K12,Noida,"Ribbit Capital, Ventures India",Seed,125000.0,16-04-2023,,,,,,,,,,,,,,,,,,,,,
FreshTech,Media,Social,Bengaluru,"Nexus Venture Partners, Omidyar Network",Seed,186000.0,08-03-2025,,,,,,,,,,,,,,,,,,,,,
NimbusMart,Media,Streaming,Delhi,Kedaara Capital,Seed,819000.0,20-12-2023,,,,,,,,,,,,,,,,,,,,,
BharatPe,Consumer Electronics,Wearables,Noida,"Matrix Partners India, Ventures India, Y Combinator",Series A,1040000.0,11-08-2024,,,,,,,,,,,,,,,,,,,,,
NextStack,E-commerce,Quick Commerce,Pune,"Kedaara Capital, Tiger Global",Series C,27387000.0,11-07-2021,,,,,,,,,,,,,,,,,,,,,
Dunzo,Consumer Electronics,Wearables,Noida,Blume Ventures,Pre-Series A,111000.0,20-10-2022,,,,,,,,,,,,,,,,,,,,,
Zomato,AgriTech,Marketplace,Mumbai,Tiger Global,Seed,58000.0,08-11-2022,,,,,,,,,,,,,,,,,,,,,
UrbanStack,Consumer Electronics,Wearables,Chennai,A91 Partners,Angel,65000.0,01-01-2021,,,,,,,,,,,,,,,,,,,,,
QuantumDrive,EdTech,Coding Bootcamp,Pune,"Falcon Edge, Y Combinator",Seed,670000.0,08-06-2020,,,,,,,,,,,,,,,,,,,,,
Udaan,HealthTech,Diagnostics,Noida,"Mirae Asset, Tiger Global",Debt,1904000.0,07-05-2025,,,,,,,,,,,,,,,,,,,,,
HealthAnalytics,Logistics,Supply Chain,Mumbai,Lightspeed India,Series A,1303000.0,17-01-2020,,,,,,,,,,,,,,,,,,,,,
Oyo,Media,Streaming,Gurugram,"Bessemer Venture Partners, Tiger Global Management",Series A,3786000.0,26-04-2023,,,,,,,,,,,,,,,,,,,,,
HomeMart,FoodTech,Cloud Kitchen,Gurugram,"IFC, Peak XV, Sequoia Capital India",Series A,3605000.0,26-07-2023,,,,,,,,,,,,,,,,,,,,,
UrbanSolutions,Media,Content,Mumbai,"Mirae Asset, Tiger Global",Seed,95000.0,02-05-2021,,,,,,,,,,,,,,,,,,,,,
SmartCare,E-commerce,Quick Commerce,Gurugram,"Kedaara Capital, Y Combinator",Angel,18000.0,30-11-2022,,,,,,,,,,,,,,,,,,,,,
WorkFit,Mobility,Ride Sharing,Chennai,Info Edge,Seed,217000.0,08-03-2023,,,,,,,,,,,,,,,,,,,,,
LogiSense,Logistics,Supply Chain,Chennai,SoftBank Vision Fund,Series B,27576000.0,15-02-2024,,,,,,,,,,,,,,,,,,,,,
SkillFlow,EdTech,K12,Ahmedabad,Info Edge,Seed,521000.0,04-08-2020,,,,,,,,,,,,,,,,,,,,,
HyperLabs,Mobility,EV,Gurugram,IFC,Series A,1131000.0,06-08-2022,,,,,,,,,,,,,,,,,,,,,
Bounce,HealthTech,Pharmacy,Ahmedabad,Nexus Venture Partners,Pre-Seed,47000.0,07-09-2024,,,,,,,,,,,,,,,,,,,,,
LogiMart,FoodTech,Grocery,Bengaluru,Sequoia Capital India,Series B,28352000.0,16-06-2021,,,,,,,,,,,,,,,,,,,,,
CoreConnect,Mobility,Micro Mobility,Noida,Bessemer Venture Partners,Seed,320000.0,04-08-2022,,,,,,,,,,,,,,,,,,,,,
FinSense,FinTech,Lending,Delhi,Prosus Ventures,Seed,1178000.0,31-03-2022,,,,,,,,,,,,,,,,,,,,,
WorkFit,Logistics,Last Mile,Bengaluru,"Info Edge, LCatterton, Nexus Venture Partners",Debt,5995000.0,08-02-2021,,,,,,,,,,,,,,,,,,,,,
FreshBox,Consumer Electronics,Audio,Delhi,"Kalaari Capital, Prosus Ventures, Sequoia Capital India",Angel,8000.0,06-06-2022,,,,,,,,,,,,,,,,,,,,,
NoBroker,SaaS,DevTools,Delhi,Sequoia Capital India,Seed,65000.0,02-07-2022,,,,,,,,,,,,,,,,,,,,,
HomeMart,Consumer Electronics,Wearables,Noida,Y Combinator,Series A,5696000.0,28-06-2020,,,,,,,,,,,,,,,,,,,,,
QuantumDrive,Retail,Fashion,Gurugram,"Bessemer Venture Partners, Tiger Global Management",Series B,5381000.0,30-06-2024,,,,,,,,,,,,,,,,,,,,,
Licious,Consumer Electronics,Smart Home,Kolkata,"Elevation Capital, SoftBank Vision Fund",Seed,434000.0,04-03-2023,,,,,,,,,,,,,,,,,,,,,
GrowthFlow,EdTech,Test Prep,Hyderabad,"Omidyar Network, Y Combinator",Seed,1604000.0,24-08-2022,,,,,,,,,,,,,,,,,,,,,
PharmEasy,HealthTech,Telemedicine,Gurugram,"LCatterton, Zodius Capital",Series B,24655000.0,29-06-2021,,,,,,,,,,,,,,,,,,,,,
NimbusMart,EdTech,Coding Bootcamp,Pune,Blume Ventures,Angel,16000.0,27-09-2024,,,,,,,,,,,,,,,,,,,,,
FoodLoop,Media,Content,Ahmedabad,Peak XV,Pre-Seed,88000.0,05-12-2023,,,,,,,,,,,,,,,,,,,,,
SmartCare,EdTech,Coding Bootcamp,Noida,Accel,Seed,271000.0,01-10-2022,,,,,,,,,,,,,,,,,,,,,
